event_id,session_id,user_id,event_time,event_name,product_id
128,23,169,2023-07-26 10:51:15,view_product,156
129,23,169,2023-07-26 10:50:15,view_product,114
130,23,169,2023-07-26 10:33:15,view_product,47
131,24,180,2023-05-18 00:12:11,view_product,246
132,24,180,2023-05-18 00:13:11,add_to_cart,81
133,24,180,2023-05-18 00:16:11,purchase,160
134,25,537,2025-03-19 15:15:41,view_product,216
135,25,537,2025-03-19 15:22:41,add_to_cart,205
136,25,537,2025-03-19 15:31:41,start_checkout,246
137,25,537,2025-03-19 15:21:41,purchase,234
138,25,537,2025-03-19 15:31:41,view_product,88
139,25,537,2025-03-19 15:30:41,view_product,151
140,25,537,2025-03-19 15:33:41,view_product,98
141,25,537,2025-03-19 16:04:41,start_checkout,94
142,26,80,2025-03-18 07:34:03,view_product,141
143,26,80,2025-03-18 07:39:03,purchase,
144,26,80,2025-03-18 07:48:03,add_to_cart,241
145,26,80,2025-03-18 07:40:03,view_product,85
146,26,80,2025-03-18 07:38:03,view_product,176
147,26,80,2025-03-18 08:09:03,view_product,124
148,26,80,2025-03-18 08:16:03,start_checkout,67
149,27,167,2023-09-02 12:13:14,view_product,55
150,27,167,2023-09-02 12:14:14,add_to_cart,85
151,27,167,2023-09-02 12:25:14,start_checkout,55
152,28,472,2024-08-09 14:25:12,view_product,188
153,28,472,2024-08-09 14:31:12,view_product,234
154,28,472,2024-08-09 14:33:12,purchase,222
155,28,472,2024-08-09 14:49:12,view_product,168
156,29,577,2025-10-11 19:26:26,view_product,108
157,29,577,2025-10-11 19:31:26,add_to_cart,229
158,29,577,2025-10-11 19:32:26,start_checkout,53
159,29,577,2025-10-11 19:35:26,view_product,168
160,29,577,2025-10-11 19:54:26,view_product,170
161,29,577,2025-10-11 19:56:26,view_product,160
162,29,577,2025-10-11 20:08:26,add_to_cart,63
163,30,206,2025-08-30 02:20:57,view_product,225
164,30,206,2025-08-30 02:29:57,add_to_cart,58
165,30,206,2025-08-30 02:22:57,start_checkout,161
166,30,206,2025-08-30 02:32:57,purchase,
167,30,206,2025-08-30 02:36:57,view_product,134
168,31,295,2025-06-23 15:07:46,view_product,38
169,31,295,2025-06-23 15:10:46,add_to_cart,211
170,31,295,2025-06-23 15:21:46,start_checkout,190
171,31,295,2025-06-23 15:34:46,view_product,213
172,31,295,2025-06-23 15:23:46,purchase,111
173,31,295,2025-06-23 15:22:46,start_checkout,16
174,31,295,2025-06-23 15:43:46,view_product,111
175,32,461,2024-02-20 12:08:35,view_product,175
176,32,461,2024-02-20 12:12:35,view_product,230
177,32,461,2024-02-20 12:22:35,view_product,121
178,32,461,2024-02-20 12:35:35,add_to_cart,143
179,32,461,2024-02-20 12:28:35,view_product,133
180,32,461,2024-02-20 12:33:35,view_product,130
181,33,114,2023-12-22 03:17:13,view_product,31
182,33,114,2023-12-22 03:20:13,add_to_cart,24
183,34,283,2024-11-04 08:46:13,view_product,164
184,34,283,2024-11-04 08:54:13,purchase,
185,34,283,2024-11-04 08:52:13,view_product,197
186,34,283,2024-11-04 08:52:13,start_checkout,173
187,34,283,2024-11-04 08:58:13,view_product,168
188,34,283,2024-11-04 09:06:13,view_product,78
189,34,283,2024-11-04 09:10:13,view_product,37
190,35,1,2024-04-21 20:03:32,view_product,54
191,35,1,2024-04-21 20:06:32,start_checkout,163
192,35,1,2024-04-21 20:11:32,purchase,42
193,35,1,2024-04-21 20:21:32,view_product,97
194,35,1,2024-04-21 20:15:32,view_product,101
195,36,534,2024-09-11 05:23:41,view_product,197
196,36,534,2024-09-11 05:26:41,start_checkout,96
197,36,534,2024-09-11 05:41:41,view_product,191
198,36,534,2024-09-11 05:44:41,view_product,69
199,36,534,2024-09-11 05:31:41,view_product,36
200,36,534,2024-09-11 05:58:41,start_checkout,39
201,36,534,2024-09-11 05:29:41,view_product,44
202,37,505,2025-05-16 11:03:31,view_product,22
203,37,505,2025-05-16 11:04:31,add_to_cart,185
204,37,505,2025-05-16 11:09:31,start_checkout,146
205,37,505,2025-05-16 11:24:31,view_product,160
206,37,505,2025-05-16 11:23:31,add_to_cart,103
207,37,505,2025-05-16 11:33:31,view_product,61
208,38,422,2025-10-19 02:07:49,view_product,39
209,38,422,2025-10-19 02:15:49,purchase,259
210,38,422,2025-10-19 02:19:49,view_product,108
211,38,422,2025-10-19 02:13:49,view_product,98
212,38,422,2025-10-19 02:43:49,start_checkout,118
213,38,422,2025-10-19 02:32:49,view_product,143
214,38,422,2025-10-19 02:49:49,view_product,200
215,39,522,2023-11-28 14:37:57,view_product,166
216,39,522,2023-11-28 14:38:57,add_to_cart,180
217,39,522,2023-11-28 14:49:57,start_checkout,58
218,39,522,2023-11-28 15:04:57,view_product,209
219,39,522,2023-11-28 15:01:57,view_product,39
220,39,522,2023-11-28 15:22:57,view_product,132
221,40,243,2025-07-10 07:56:29,view_product,68
222,40,243,2025-07-10 08:02:29,add_to_cart,165
223,41,160,2023-01-17 14:37:26,view_product,24
224,41,160,2023-01-17 14:45:26,view_product,152
225,41,160,2023-01-17 14:43:26,view_product,80
226,41,160,2023-01-17 14:52:26,purchase,209
227,41,160,2023-01-17 14:53:26,view_product,200
228,41,160,2023-01-17 14:42:26,view_product,105
229,41,160,2023-01-17 15:01:26,add_to_cart,9
230,41,160,2023-01-17 15:33:26,start_checkout,40
231,42,565,2025-01-10 18:56:18,view_product,16
232,42,565,2025-01-10 18:59:18,add_to_cart,241
233,42,565,2025-01-10 19:08:18,view_product,253
234,42,565,2025-01-10 19:14:18,view_product,54
235,42,565,2025-01-10 19:04:18,view_product,243
236,42,565,2025-01-10 19:16:18,view_product,13
237,42,565,2025-01-10 19:44:18,view_product,235
238,42,565,2025-01-10 19:31:18,add_to_cart,197
239,43,470,2024-02-04 09:50:01,view_product,128
240,43,470,2024-02-04 09:55:01,start_checkout,202
241,43,470,2024-02-04 09:56:01,purchase,
242,43,470,2024-02-04 10:05:01,add_to_cart,73
243,43,470,2024-02-04 10:10:01,start_checkout,219
244,44,108,2023-12-10 06:42:19,view_product,218
245,44,108,2023-12-10 06:50:19,add_to_cart,128
246,44,108,2023-12-10 06:52:19,add_to_cart,177
247,44,108,2023-12-10 07:03:19,view_product,172
248,44,108,2023-12-10 07:10:19,add_to_cart,74
249,44,108,2023-12-10 06:52:19,view_product,214
250,45,109,2023-08-19 23:20:27,view_product,109
251,45,109,2023-08-19 23:28:27,add_to_cart,164
252,45,109,2023-08-19 23:38:27,start_checkout,126
253,45,109,2023-08-19 23:29:27,view_product,133
254,45,109,2023-08-19 23:56:27,view_product,20
255,45,109,2023-08-19 23:45:27,view_product,50
256,45,109,2023-08-19 23:56:27,view_product,30
257,46,550,2023-07-27 17:37:03,view_product,13
258,46,550,2023-07-27 17:40:03,start_checkout,163
259,46,550,2023-07-27 17:47:03,view_product,79
260,46,550,2023-07-27 17:58:03,view_product,182
261,46,550,2023-07-27 17:49:03,view_product,150
262,46,550,2023-07-27 17:42:03,add_to_cart,30
263,47,24,2024-08-05 19:59:03,view_product,114
264,47,24,2024-08-05 20:01:03,add_to_cart,200
265,47,24,2024-08-05 20:09:03,start_checkout,99
266,47,24,2024-08-05 20:17:03,view_product,204
267,48,252,2023-03-17 07:21:45,view_product,69
268,48,252,2023-03-17 07:22:45,add_to_cart,240
269,48,252,2023-03-17 07:29:45,add_to_cart,123
270,48,252,2023-03-17 07:39:45,view_product,119
271,48,252,2023-03-17 07:41:45,view_product,218
272,48,252,2023-03-17 08:06:45,add_to_cart,179
273,49,139,2025-07-10 15:04:04,view_product,205
274,49,139,2025-07-10 15:06:04,view_product,188
275,49,139,2025-07-10 15:12:04,view_product,214
276,49,139,2025-07-10 15:19:04,view_product,53
277,49,139,2025-07-10 15:20:04,view_product,147
278,50,200,2024-04-07 17:51:51,view_product,180
279,50,200,2024-04-07 17:54:51,add_to_cart,233
280,50,200,2024-04-07 18:05:51,start_checkout,228
281,50,200,2024-04-07 18:06:51,view_product,120
282,50,200,2024-04-07 18:27:51,view_product,77
283,50,200,2024-04-07 18:26:51,add_to_cart,259
284,51,497,2023-02-09 18:10:48,view_product,162
285,51,497,2023-02-09 18:11:48,add_to_cart,49
286,51,497,2023-02-09 18:22:48,view_product,236
287,51,497,2023-02-09 18:19:48,view_product,230
288,51,497,2023-02-09 18:46:48,view_product,246
289,52,239,2023-05-19 14:18:47,view_product,114
290,52,239,2023-05-19 14:20:47,add_to_cart,95
291,52,239,2023-05-19 14:28:47,view_product,174
292,52,239,2023-05-19 14:27:47,view_product,147
293,52,239,2023-05-19 14:38:47,view_product,186
294,52,239,2023-05-19 14:28:47,view_product,13
295,53,391,2024-01-30 06:46:55,view_product,244
296,53,391,2024-01-30 06:47:55,purchase,
297,53,391,2024-01-30 07:04:55,purchase,138
298,54,396,2023-06-03 03:25:13,view_product,218
299,54,396,2023-06-03 03:26:13,add_to_cart,184
300,54,396,2023-06-03 03:35:13,start_checkout,26
301,54,396,2023-06-03 03:46:13,purchase,108
302,54,396,2023-06-03 03:53:13,view_product,240
303,55,11,2024-11-02 22:40:55,view_product,221
304,55,11,2024-11-02 22:45:55,add_to_cart,48
305,56,55,2024-04-09 06:24:00,view_product,51
306,56,55,2024-04-09 06:32:00,purchase,81
307,56,55,2024-04-09 06:28:00,view_product,238
308,56,55,2024-04-09 06:30:00,view_product,162
309,56,55,2024-04-09 06:32:00,add_to_cart,7
310,56,55,2024-04-09 07:09:00,start_checkout,108
311,56,55,2024-04-09 07:18:00,add_to_cart,153
312,57,436,2025-06-04 19:38:33,view_product,7
313,57,436,2025-06-04 19:45:33,start_checkout,71
314,57,436,2025-06-04 19:54:33,add_to_cart,42
315,57,436,2025-06-04 19:53:33,view_product,260
316,57,436,2025-06-04 20:02:33,view_product,260
317,57,436,2025-06-04 19:48:33,view_product,230
318,58,322,2025-11-10 14:43:19,view_product,100
319,58,322,2025-11-10 14:51:19,add_to_cart,33
320,58,322,2025-11-10 14:47:19,start_checkout,5
321,58,322,2025-11-10 14:46:19,start_checkout,120
322,58,322,2025-11-10 15:15:19,purchase,
323,58,322,2025-11-10 15:23:19,view_product,113
324,58,322,2025-11-10 15:25:19,view_product,125
325,59,403,2023-10-02 11:23:54,view_product,14
326,59,403,2023-10-02 11:24:54,add_to_cart,207
327,59,403,2023-10-02 11:39:54,start_checkout,260
328,59,403,2023-10-02 11:29:54,view_product,105
329,59,403,2023-10-02 11:55:54,purchase,212
330,60,229,2023-10-09 17:03:20,view_product,107
331,60,229,2023-10-09 17:10:20,add_to_cart,126
332,60,229,2023-10-09 17:07:20,view_product,51
333,60,229,2023-10-09 17:12:20,purchase,32
334,61,358,2023-09-08 06:21:04,view_product,210
335,61,358,2023-09-08 06:28:04,purchase,
336,61,358,2023-09-08 06:23:04,view_product,200
337,62,82,2023-11-15 21:00:48,view_product,220
338,62,82,2023-11-15 21:03:48,add_to_cart,136
339,62,82,2023-11-15 21:18:48,purchase,
340,62,82,2023-11-15 21:24:48,view_product,133
341,62,82,2023-11-15 21:24:48,start_checkout,48
342,62,82,2023-11-15 21:25:48,add_to_cart,51
343,62,82,2023-11-15 21:18:48,view_product,79
344,63,299,2024-12-15 22:04:52,view_product,118
345,63,299,2024-12-15 22:12:52,add_to_cart,8
346,63,299,2024-12-15 22:14:52,start_checkout,39
347,63,299,2024-12-15 22:19:52,view_product,255
348,64,22,2023-03-27 04:32:07,view_product,223
349,64,22,2023-03-27 04:39:07,add_to_cart,85
350,64,22,2023-03-27 04:48:07,purchase,
351,65,317,2023-03-17 00:17:03,view_product,111
352,65,317,2023-03-17 00:22:03,start_checkout,182
353,65,317,2023-03-17 00:35:03,view_product,110
354,65,317,2023-03-17 00:44:03,view_product,163
355,65,317,2023-03-17 00:33:03,view_product,102
356,65,317,2023-03-17 00:52:03,view_product,44
357,65,317,2023-03-17 01:05:03,view_product,3
358,66,481,2023-11-13 00:12:00,view_product,220
359,66,481,2023-11-13 00:15:00,add_to_cart,2
360,67,256,2024-04-03 04:22:19,view_product,133
361,67,256,2024-04-03 04:23:19,add_to_cart,151
362,67,256,2024-04-03 04:24:19,start_checkout,26
363,67,256,2024-04-03 04:25:19,view_product,215
364,67,256,2024-04-03 04:54:19,view_product,21
365,67,256,2024-04-03 04:42:19,start_checkout,169
366,68,282,2025-03-12 08:13:27,view_product,11
367,68,282,2025-03-12 08:17:27,view_product,42
368,68,282,2025-03-12 08:29:27,view_product,26
369,68,282,2025-03-12 08:25:27,start_checkout,24
370,68,282,2025-03-12 08:33:27,add_to_cart,84
371,69,318,2024-01-09 15:37:02,view_product,28
372,69,318,2024-01-09 15:38:02,add_to_cart,143
373,69,318,2024-01-09 15:45:02,start_checkout,23
374,69,318,2024-01-09 15:49:02,view_product,245
375,70,122,2023-09-20 02:14:54,view_product,236
376,70,122,2023-09-20 02:17:54,add_to_cart,77
377,70,122,2023-09-20 02:30:54,start_checkout,158
378,70,122,2023-09-20 02:26:54,view_product,217
379,70,122,2023-09-20 02:46:54,view_product,257
380,70,122,2023-09-20 02:34:54,add_to_cart,148
381,71,54,2024-03-31 11:31:48,view_product,6
382,71,54,2024-03-31 11:33:48,add_to_cart,253
383,71,54,2024-03-31 11:43:48,add_to_cart,151
384,71,54,2024-03-31 11:46:48,view_product,95
385,71,54,2024-03-31 11:59:48,view_product,55
386,71,54,2024-03-31 12:06:48,view_product,173
387,72,140,2024-09-11 20:44:53,view_product,190
388,72,140,2024-09-11 20:47:53,add_to_cart,232
389,72,140,2024-09-11 20:50:53,start_checkout,138
390,72,140,2024-09-11 21:05:53,start_checkout,92
391,73,463,2023-10-04 12:09:58,view_product,233
392,73,463,2023-10-04 12:14:58,add_to_cart,246
393,73,463,2023-10-04 12:11:58,start_checkout,201
394,74,314,2025-09-15 06:40:38,view_product,49
395,74,314,2025-09-15 06:42:38,add_to_cart,201
396,75,252,2025-05-24 20:20:20,view_product,59
397,75,252,2025-05-24 20:29:20,add_to_cart,244
398,75,252,2025-05-24 20:34:20,view_product,201
399,75,252,2025-05-24 20:23:20,add_to_cart,67
400,75,252,2025-05-24 20:56:20,view_product,252
401,75,252,2025-05-24 20:35:20,start_checkout,197
402,75,252,2025-05-24 20:32:20,view_product,215
403,76,236,2025-02-28 02:12:55,view_product,125
404,76,236,2025-02-28 02:21:55,start_checkout,216
405,77,565,2024-02-29 10:15:31,view_product,195
406,77,565,2024-02-29 10:23:31,add_to_cart,193
407,77,565,2024-02-29 10:33:31,view_product,105
408,77,565,2024-02-29 10:39:31,add_to_cart,212
409,77,565,2024-02-29 10:27:31,view_product,95
410,77,565,2024-02-29 10:50:31,add_to_cart,130
411,77,565,2024-02-29 10:33:31,view_product,183
412,77,565,2024-02-29 10:50:31,add_to_cart,176
413,78,236,2024-04-11 01:46:42,view_product,96
414,78,236,2024-04-11 01:51:42,add_to_cart,118
415,78,236,2024-04-11 02:00:42,view_product,55
416,78,236,2024-04-11 02:13:42,view_product,149
417,78,236,2024-04-11 02:02:42,add_to_cart,156
418,78,236,2024-04-11 02:11:42,start_checkout,13
419,79,270,2024-09-14 13:02:45,view_product,22
420,79,270,2024-09-14 13:10:45,start_checkout,68
421,79,270,2024-09-14 13:10:45,view_product,60
422,79,270,2024-09-14 13:29:45,purchase,250
423,79,270,2024-09-14 13:18:45,view_product,169
424,79,270,2024-09-14 13:12:45,add_to_cart,254
425,80,71,2025-03-16 10:14:07,view_product,42
426,80,71,2025-03-16 10:17:07,add_to_cart,21
427,80,71,2025-03-16 10:20:07,start_checkout,186
428,80,71,2025-03-16 10:41:07,add_to_cart,114
429,80,71,2025-03-16 10:18:07,view_product,229
430,80,71,2025-03-16 10:59:07,view_product,109
431,81,200,2024-03-06 23:49:09,view_product,15
432,81,200,2024-03-06 23:53:09,start_checkout,204
433,81,200,2024-03-06 23:57:09,add_to_cart,44
434,81,200,2024-03-07 00:13:09,view_product,41
435,81,200,2024-03-07 00:17:09,purchase,
436,81,200,2024-03-07 00:34:09,add_to_cart,251
437,81,200,2024-03-07 00:13:09,view_product,170
438,82,423,2024-08-24 08:22:52,view_product,180
439,82,423,2024-08-24 08:30:52,add_to_cart,246
440,83,400,2025-12-07 10:37:55,view_product,78
441,83,400,2025-12-07 10:38:55,add_to_cart,191
442,83,400,2025-12-07 10:51:55,start_checkout,128
443,83,400,2025-12-07 10:43:55,purchase,248
444,84,387,2025-10-13 23:53:08,view_product,52
445,84,387,2025-10-14 00:01:08,add_to_cart,237
446,85,160,2024-09-10 15:17:04,view_product,64
447,85,160,2024-09-10 15:26:04,purchase,222
448,85,160,2024-09-10 15:31:04,view_product,243
449,85,160,2024-09-10 15:41:04,add_to_cart,20
450,85,160,2024-09-10 15:37:04,add_to_cart,232
451,85,160,2024-09-10 15:57:04,view_product,230
452,86,571,2024-08-18 11:09:29,view_product,167
453,86,571,2024-08-18 11:17:29,start_checkout,195
454,86,571,2024-08-18 11:27:29,add_to_cart,250
455,86,571,2024-08-18 11:30:29,view_product,48
456,87,42,2023-03-30 23:38:30,view_product,121
457,87,42,2023-03-30 23:46:30,add_to_cart,248
458,87,42,2023-03-30 23:42:30,purchase,
459,87,42,2023-03-30 23:50:30,start_checkout,134
460,87,42,2023-03-30 23:46:30,start_checkout,157
461,87,42,2023-03-30 23:48:30,view_product,207
462,87,42,2023-03-30 23:56:30,add_to_cart,182
463,87,42,2023-03-31 00:27:30,view_product,35
464,88,44,2024-02-05 18:21:35,view_product,115
465,88,44,2024-02-05 18:22:35,add_to_cart,109
466,88,44,2024-02-05 18:31:35,purchase,
467,88,44,2024-02-05 18:48:35,view_product,196
468,88,44,2024-02-05 18:41:35,start_checkout,148
469,88,44,2024-02-05 18:41:35,view_product,260
470,88,44,2024-02-05 18:39:35,view_product,235
471,89,13,2025-09-04 21:29:23,view_product,4
472,89,13,2025-09-04 21:36:23,add_to_cart,4
473,89,13,2025-09-04 21:39:23,view_product,219
474,90,240,2024-06-01 14:06:34,view_product,229
475,90,240,2024-06-01 14:13:34,start_checkout,162
476,90,240,2024-06-01 14:24:34,view_product,81
477,90,240,2024-06-01 14:12:34,add_to_cart,106
478,90,240,2024-06-01 14:22:34,view_product,153
479,91,199,2024-06-25 09:49:24,view_product,197
480,91,199,2024-06-25 09:56:24,add_to_cart,159
481,91,199,2024-06-25 09:55:24,add_to_cart,254
482,91,199,2024-06-25 09:52:24,view_product,195
483,91,199,2024-06-25 09:57:24,view_product,141
484,92,5,2023-12-25 17:57:31,view_product,119
485,92,5,2023-12-25 18:06:31,add_to_cart,106
486,92,5,2023-12-25 18:11:31,purchase,232
487,93,222,2023-06-05 20:31:47,view_product,115
488,93,222,2023-06-05 20:32:47,add_to_cart,178
489,93,222,2023-06-05 20:49:47,start_checkout,49
490,93,222,2023-06-05 20:58:47,purchase,
491,93,222,2023-06-05 20:59:47,view_product,110
492,93,222,2023-06-05 20:46:47,add_to_cart,34
493,93,222,2023-06-05 21:01:47,view_product,260
494,93,222,2023-06-05 21:27:47,view_product,12
495,94,593,2023-06-06 16:22:11,view_product,89
496,94,593,2023-06-06 16:25:11,add_to_cart,221
497,95,270,2025-11-07 00:51:27,view_product,44
498,95,270,2025-11-07 00:54:27,add_to_cart,239
499,95,270,2025-11-07 00:55:27,view_product,231
500,95,270,2025-11-07 01:00:27,view_product,58
501,95,270,2025-11-07 01:15:27,view_product,131
502,95,270,2025-11-07 01:26:27,view_product,80
503,95,270,2025-11-07 01:15:27,view_product,127
504,96,563,2024-05-22 05:29:32,view_product,132
505,96,563,2024-05-22 05:38:32,add_to_cart,83
506,96,563,2024-05-22 05:43:32,view_product,143
507,96,563,2024-05-22 05:35:32,view_product,215
508,96,563,2024-05-22 05:33:32,add_to_cart,74
509,96,563,2024-05-22 06:09:32,view_product,211
510,96,563,2024-05-22 06:05:32,view_product,228
511,97,469,2023-10-19 16:45:46,view_product,136
512,97,469,2023-10-19 16:52:46,start_checkout,179
513,98,329,2025-10-03 01:45:07,view_product,222
514,98,329,2025-10-03 01:53:07,start_checkout,232
515,98,329,2025-10-03 01:51:07,add_to_cart,216
516,98,329,2025-10-03 02:09:07,view_product,43
517,98,329,2025-10-03 02:09:07,view_product,166
518,98,329,2025-10-03 02:20:07,add_to_cart,128
519,98,329,2025-10-03 02:09:07,view_product,40
520,98,329,2025-10-03 02:34:07,view_product,45
521,99,49,2023-07-04 00:24:57,view_product,238
522,99,49,2023-07-04 00:29:57,add_to_cart,243
523,99,49,2023-07-04 00:30:57,start_checkout,81
524,99,49,2023-07-04 00:27:57,view_product,152
525,99,49,2023-07-04 01:00:57,view_product,97
526,99,49,2023-07-04 01:09:57,view_product,19
527,100,68,2025-06-10 11:06:04,view_product,158
528,100,68,2025-06-10 11:07:04,start_checkout,115
529,100,68,2025-06-10 11:16:04,view_product,187
530,101,62,2025-06-23 16:26:12,view_product,120
531,101,62,2025-06-23 16:32:12,start_checkout,157
532,101,62,2025-06-23 16:42:12,add_to_cart,91
533,102,30,2024-11-11 16:52:36,view_product,169
534,102,30,2024-11-11 17:01:36,add_to_cart,20
535,102,30,2024-11-11 16:54:36,purchase,
536,102,30,2024-11-11 16:55:36,view_product,141
537,103,437,2024-08-26 01:44:23,view_product,134
538,103,437,2024-08-26 01:53:23,add_to_cart,219
