order_item_id,order_id,product_id,quantity,unit_price,line_amount
266,86,209,1,104.92,104.92
267,87,234,1,432.94,432.94
268,87,52,1,283.48,283.48
269,87,56,3,531.17,1593.51
270,87,256,2,253.31,506.62
271,88,72,2,162.2,324.4
272,88,84,4,320.71,1282.84
273,88,132,2,599.39,1198.78
274,88,212,4,119.6,478.4
275,89,122,4,242.25,969.0
276,90,193,1,511.37,511.37
277,90,226,3,490.4,1471.2
278,90,70,3,24.95,74.85
279,91,97,2,126.5,253.0
280,92,40,2,124.25,248.5
281,92,99,1,539.1,539.1
282,92,138,1,298.27,298.27
283,93,251,4,226.42,905.68
284,93,185,2,401.48,802.96
285,93,84,2,320.71,641.42
286,94,13,1,595.55,595.55
287,94,69,2,253.34,506.68
288,95,60,1,456.04,456.04
289,95,177,4,179.34,717.36
290,96,257,4,18.49,73.96
291,96,95,2,494.09,988.18
292,96,250,2,412.89,825.78
293,96,158,4,40.53,162.12
294,96,235,1,140.1,140.1
295,97,151,1,163.57,163.57
296,97,76,3,370.97,1112.91
297,98,138,3,298.27,894.81
298,98,25,3,393.9,1181.7
299,99,76,1,370.97,370.97
300,100,239,3,232.12,696.36
301,101,180,4,388.34,1553.36
302,102,235,3,140.1,420.3
303,102,256,3,253.31,759.93
304,103,108,4,13.81,55.24
305,103,130,3,517.28,1551.84
306,103,117,1,570.65,570.65
307,103,95,4,494.09,1976.36
308,104,86,3,452.76,1358.28
309,105,9,3,142.47,427.41
310,105,59,4,39.85,159.4
311,105,33,2,372.26,744.52
312,105,211,1,510.35,510.35
313,105,22,1,226.51,226.51
314,106,45,2,592.68,1185.36
315,106,225,1,558.36,558.36
316,107,98,2,101.01,202.02
317,108,236,1,329.05,329.05
318,108,172,4,133.93,535.72
319,108,198,2,220.99,441.98
320,108,223,1,518.76,518.76
321,108,218,3,261.15,783.45
322,109,165,3,284.55,853.65
323,110,197,3,95.47,286.41
324,110,243,2,31.73,63.46
325,110,131,1,25.7,25.7
326,110,212,1,119.6,119.6
327,110,222,2,591.8,1183.6
328,111,86,2,452.76,905.52
329,111,4,1,40.54,40.54
330,111,33,4,372.26,1489.04
331,111,69,3,253.34,760.02
332,112,31,3,410.12,1230.36
333,112,1,4,514.08,2056.32
334,113,217,2,536.79,1073.58
335,113,226,2,490.4,980.8
336,113,21,1,76.98,76.98
337,113,11,4,161.56,646.24
338,113,41,1,185.58,185.58
339,114,134,2,233.52,467.04
340,114,98,4,101.01,404.04
341,114,149,4,311.51,1246.04
342,114,146,2,34.98,69.96
343,114,144,4,412.85,1651.4
344,115,28,4,33.37,133.48
345,115,8,4,94.41,377.64
346,116,55,4,546.65,2186.6
347,116,41,2,185.58,371.16
348,117,234,3,432.94,1298.82
349,117,56,4,531.17,2124.68
350,118,190,4,584.22,2336.88
351,118,226,2,490.4,980.8
352,118,77,2,544.38,1088.76
353,118,129,3,10.02,30.06
354,119,202,4,535.78,2143.12
355,119,11,1,161.56,161.56
356,119,62,2,39.52,79.04
357,119,100,1,456.52,456.52
358,120,251,3,226.42,679.26
359,120,27,4,424.95,1699.8
360,121,104,3,17.84,53.52
361,121,28,2,33.37,66.74
362,122,183,1,361.23,361.23
363,122,7,2,437.74,875.48
364,123,169,3,275.98,827.94
365,123,7,1,437.74,437.74
366,123,226,4,490.4,1961.6
367,123,8,3,94.41,283.23
368,124,147,2,318.11,636.22
369,125,134,3,233.52,700.56
370,126,4,3,40.54,121.62
371,126,124,2,111.96,223.92
372,126,217,1,536.79,536.79
373,126,116,3,33.69,101.07
374,126,114,3,267.9,803.7
375,127,71,1,461.42,461.42
376,127,44,1,407.35,407.35
377,128,130,1,517.28,517.28
378,128,238,1,62.92,62.92
379,128,92,1,321.81,321.81
380,129,142,1,187.77,187.77
381,129,253,4,559.06,2236.24
382,130,93,2,550.61,1101.22
383,131,135,1,103.69,103.69
384,131,233,3,452.02,1356.06
385,132,214,1,43.92,43.92
386,132,93,4,550.61,2202.44
387,132,181,2,329.56,659.12
388,132,120,2,387.02,774.04
389,132,7,3,437.74,1313.22
390,133,173,4,161.49,645.96
391,134,133,3,153.34,460.02
392,134,121,3,332.64,997.92
393,134,104,4,17.84,71.36
394,135,248,4,17.88,71.52
395,136,96,4,168.82,675.28
396,137,123,1,590.98,590.98
397,137,190,2,584.22,1168.44
398,137,7,3,437.74,1313.22
399,138,180,3,388.34,1165.02
400,139,214,4,43.92,175.68
401,139,243,2,31.73,63.46
402,139,44,3,407.35,1222.05
403,139,57,2,381.4,762.8
404,140,183,4,361.23,1444.92
405,140,4,2,40.54,81.08
406,141,84,1,320.71,320.71
407,141,248,1,17.88,17.88
408,141,35,3,318.5,955.5
409,141,70,1,24.95,24.95
410,141,51,3,491.44,1474.32
411,142,192,3,209.03,627.09
412,142,124,1,111.96,111.96
413,142,144,3,412.85,1238.55
414,142,171,3,416.13,1248.39
415,142,13,1,595.55,595.55
416,143,86,2,452.76,905.52
417,143,188,4,591.16,2364.64
418,143,254,2,590.4,1180.8
419,143,68,3,575.07,1725.21
420,144,260,2,243.61,487.22
421,144,16,4,268.26,1073.04
422,144,238,2,62.92,125.84
423,145,79,3,352.15,1056.45
424,145,105,3,444.04,1332.12
425,145,4,4,40.54,162.16
426,145,16,4,268.26,1073.04
427,146,151,4,163.57,654.28
428,146,174,1,75.86,75.86
429,146,206,1,492.66,492.66
430,146,153,4,519.5,2078.0
431,146,235,4,140.1,560.4
432,147,232,2,244.4,488.8
433,147,114,1,267.9,267.9
434,147,136,2,437.36,874.72
435,147,25,3,393.9,1181.7
436,148,232,3,244.4,733.2
437,148,71,4,461.42,1845.68
438,149,97,2,126.5,253.0
439,149,145,4,252.82,1011.28
440,150,108,2,13.81,27.62
441,151,111,1,197.68,197.68
442,151,137,3,268.24,804.72
443,151,82,2,425.51,851.02
444,152,50,2,431.39,862.78
445,153,257,1,18.49,18.49
446,153,27,2,424.95,849.9
447,154,105,4,444.04,1776.16
448,154,131,3,25.7,77.1
449,154,22,4,226.51,906.04
450,154,212,2,119.6,239.2
451,155,197,4,95.47,381.88
452,155,123,4,590.98,2363.92
453,155,113,2,494.32,988.64
454,155,152,3,564.34,1693.02
455,155,82,4,425.51,1702.04
456,156,157,2,232.5,465.0
457,156,177,4,179.34,717.36
458,157,44,3,407.35,1222.05
459,157,66,4,392.12,1568.48
460,157,125,3,551.8,1655.4
461,157,149,2,311.51,623.02
462,158,110,1,176.77,176.77
463,159,250,4,412.89,1651.56
464,159,246,3,337.89,1013.67
465,159,160,3,471.16,1413.48
466,159,114,3,267.9,803.7
467,160,193,2,511.37,1022.74
468,160,47,3,354.62,1063.86
469,160,38,2,78.1,156.2
470,160,45,2,592.68,1185.36
471,160,104,2,17.84,35.68
472,161,194,3,500.87,1502.61
473,161,9,4,142.47,569.88
474,162,70,4,24.95,99.8
475,162,169,4,275.98,1103.92
476,163,137,1,268.24,268.24
477,163,190,1,584.22,584.22
478,163,44,3,407.35,1222.05
479,163,232,1,244.4,244.4
480,163,155,3,531.92,1595.76
481,164,175,2,462.63,925.26
482,164,52,4,283.48,1133.92
483,164,119,4,436.32,1745.28
484,164,237,1,29.96,29.96
485,164,61,3,444.06,1332.18
486,165,120,1,387.02,387.02
487,165,10,1,535.03,535.03
488,165,193,2,511.37,1022.74
489,165,84,1,320.71,320.71
490,165,79,4,352.15,1408.6
491,166,45,3,592.68,1778.04
492,167,83,2,15.57,31.14
493,167,223,3,518.76,1556.28
494,167,72,1,162.2,162.2
495,168,57,2,381.4,762.8
496,168,194,2,500.87,1002.74
497,168,217,2,536.79,1073.58
498,168,68,3,575.07,1725.21
499,168,133,3,153.34,460.02
500,169,142,1,187.77,187.77
501,169,73,1,194.31,194.31
502,170,158,3,40.53,121.59
503,170,139,2,40.88,81.76
504,171,95,3,494.09,1482.27
505,171,199,4,595.74,2382.96
506,171,147,1,318.11,318.11
507,172,116,1,33.69,33.69
508,173,106,4,438.05,1752.2
509,173,180,4,388.34,1553.36
510,174,88,3,253.39,760.17
511,174,57,3,381.4,1144.2
512,174,209,2,104.92,209.84
513,174,186,1,415.86,415.86
514,174,19,4,169.62,678.48
515,175,22,4,226.51,906.04
516,175,152,4,564.34,2257.36
517,175,122,2,242.25,484.5
518,175,209,1,104.92,104.92
519,176,193,3,511.37,1534.11
520,176,114,1,267.9,267.9
521,177,216,3,498.45,1495.35
522,177,166,1,290.31,290.31
523,177,119,1,436.32,436.32
524,177,110,1,176.77,176.77
525,177,57,1,381.4,381.4
526,178,130,3,517.28,1551.84
527,178,81,1,377.96,377.96
528,179,82,3,425.51,1276.53
529,179,9,3,142.47,427.41
530,179,235,1,140.1,140.1
531,179,260,4,243.61,974.44
532,180,96,3,168.82,506.46
533,180,104,2,17.84,35.68
534,180,55,2,546.65,1093.3
535,180,257,3,18.49,55.47
536,180,207,2,240.56,481.12
537,181,253,1,559.06,559.06
538,181,132,1,599.39,599.39
539,181,171,3,416.13,1248.39
540,182,81,1,377.96,377.96
541,182,49,2,337.09,674.18
542,182,79,4,352.15,1408.6
543,183,92,4,321.81,1287.24
544,183,117,2,570.65,1141.3
545,184,197,4,95.47,381.88
546,184,181,4,329.56,1318.24
547,185,171,4,416.13,1664.52
548,185,153,2,519.5,1039.0
549,185,205,3,494.84,1484.52
550,185,47,2,354.62,709.24
551,186,99,3,539.1,1617.3
552,186,145,3,252.82,758.46
553,186,212,3,119.6,358.8
554,186,28,3,33.37,100.11
555,186,254,4,590.4,2361.6
556,187,57,2,381.4,762.8
557,187,197,3,95.47,286.41
558,188,99,1,539.1,539.1
559,188,25,4,393.9,1575.6
560,189,65,3,390.04,1170.12
561,190,70,4,24.95,99.8
562,190,25,3,393.9,1181.7
563,191,27,1,424.95,423.95
564,191,131,3,25.7,77.1
565,191,61,2,444.06,888.12
566,192,11,2,161.56,323.12
567,192,171,3,416.13,1248.39
568,192,26,1,262.62,262.62
569,192,243,2,31.73,63.46
570,192,75,1,554.71,554.71
571,193,103,2,338.4,676.8
572,193,26,3,262.62,787.86
573,193,125,1,551.8,551.8
574,193,122,2,242.25,484.5
575,193,194,2,500.87,1001.74
576,194,68,2,575.07,1150.14
577,195,3,4,158.66,634.64
578,195,114,3,267.9,803.7
579,195,95,2,494.09,988.18
580,196,89,4,496.72,1986.88
581,196,152,4,564.34,2257.36
582,196,97,4,126.5,506.0
583,197,130,3,517.28,1551.84
584,197,21,1,76.98,76.98
585,197,2,1,171.2,171.2
586,197,93,1,550.61,550.61
587,198,223,3,518.76,1556.28
588,198,57,1,381.4,381.4
589,198,44,1,407.35,407.35
590,199,156,4,348.71,1394.84
591,199,112,1,77.62,77.62
592,199,72,3,162.2,486.6
593,199,226,2,490.4,980.8
594,199,52,2,283.48,566.96
595,200,9,4,142.47,569.88
596,200,55,1,546.65,546.65
597,201,79,3,352.15,1056.45
598,202,234,3,432.94,1298.82
599,202,41,4,185.58,742.32
600,203,49,2,337.09,674.18
601,204,197,3,95.47,286.41
602,204,94,2,456.5,913.0
603,204,35,3,318.5,955.5
604,204,217,4,536.79,2147.16
605,205,93,3,550.61,1651.83
606,206,63,4,592.83,2371.32
607,206,39,1,522.57,522.57
608,206,34,1,417.81,417.81
609,207,120,2,387.02,774.04
610,208,73,4,194.31,777.24
611,209,115,2,447.5,895.0
612,209,244,4,561.25,2245.0
613,209,77,1,544.38,544.38
614,210,23,2,159.28,318.56
615,210,112,1,77.62,77.62
616,210,89,1,496.72,496.72
617,211,184,2,529.63,1059.26
618,211,112,3,77.62,232.86
619,211,66,3,392.12,1176.36
620,212,235,2,140.1,280.2
621,212,189,4,101.42,405.68
622,212,192,1,209.03,209.03
623,212,146,3,34.98,104.94
624,212,233,1,452.02,452.02
625,213,19,3,169.62,508.86
626,213,224,4,478.86,1915.44
627,213,51,2,491.44,982.88
628,213,214,4,43.92,175.68
629,213,22,2,226.51,453.02
630,214,149,4,311.51,1246.04
631,214,107,2,260.55,521.1
632,214,99,1,539.1,539.1
633,215,120,4,387.02,1548.08
634,216,214,1,43.92,43.92
635,216,93,3,550.61,1651.83
636,216,122,1,242.25,242.25
637,216,116,4,33.69,134.76
638,217,219,4,10.83,44.32
639,217,85,2,572.04,1144.08
640,217,9,4,142.47,569.88
641,218,57,4,381.4,1525.6
642,218,258,2,475.08,950.16
643,219,39,4,522.57,2090.28
644,220,155,4,531.92,2127.68
645,220,212,4,119.6,478.4
646,220,50,2,431.39,862.78
647,220,133,1,153.34,153.34
648,221,175,4,462.63,1850.52
649,221,177,4,179.34,717.36
650,221,33,2,372.26,744.52
651,222,226,4,490.4,1961.6
652,223,177,3,179.34,538.02
653,223,175,4,462.63,1850.52
654,223,192,1,209.03,209.03
655,223,60,4,456.04,1824.16
656,223,167,1,211.16,212.16
657,224,227,3,427.38,1282.14
658,225,67,1,282.77,282.77
659,225,20,3,536.81,1610.43
660,226,92,1,321.81,321.81
661,226,238,2,62.92,125.84
662,226,228,3,551.86,1655.58
663,226,155,4,531.92,2127.68
664,226,219,2,10.83,21.66
665,227,49,2,337.09,674.18
666,227,249,3,150.87,452.61
667,227,8,2,94.41,188.82
668,228,89,3,496.72,1490.16
669,228,162,4,199.12,796.48
670,228,106,4,438.05,1752.2
671,228,90,3,283.58,850.74
672,228,173,1,161.49,161.49
673,229,78,3,516.73,1550.19
674,230,165,4,284.55,1138.2
675,231,190,4,584.22,2336.88
676,231,229,3,395.35,1186.05
677,231,104,1,17.84,17.84
678,231,206,1,492.66,492.66
679,231,22,4,226.51,906.04
680,232,180,4,388.34,1553.36
681,232,62,3,39.52,118.56
682,232,118,4,567.33,2269.32
683,232,153,2,519.5,1039.0
684,233,81,4,377.96,1511.84
685,234,122,2,242.25,484.5
686,234,167,3,211.16,633.48
687,234,243,4,31.73,126.92
688,235,46,3,59.16,177.48
689,235,85,3,572.04,1716.12
690,235,185,1,401.48,401.48
691,235,118,3,567.33,1701.99
692,236,96,1,168.82,168.82
693,236,47,4,354.62,1418.48
694,236,11,2,161.56,323.12
695,237,135,2,103.69,207.38
696,238,227,1,427.38,427.38
697,238,203,4,251.83,1007.32
698,238,8,4,94.41,377.64
699,238,157,1,232.5,232.5
700,239,251,4,226.42,905.68
701,239,260,3,243.61,730.83
702,239,32,1,31.57,31.57
703,239,254,3,590.4,1771.2
704,240,104,1,17.84,17.84
705,240,177,4,179.34,717.36
706,240,14,1,120.45,120.45
707,241,122,3,242.25,726.75
708,242,250,4,412.89,1651.56
709,242,134,2,233.52,467.04
710,242,26,3,262.62,787.86
711,242,150,2,485.34,970.68
712,243,135,2,103.69,207.38
713,243,169,1,275.98,275.98
714,243,153,4,519.5,2078.0
715,244,118,4,567.33,2269.32
716,244,198,4,220.99,883.96
717,244,95,3,494.09,1482.27
718,244,250,3,412.89,1238.67
719,245,248,1,17.88,17.88
720,245,193,3,511.37,1534.11
721,246,202,3,535.78,1607.34
722,246,42,2,460.23,920.46
723,247,155,1,531.92,531.92
724,247,10,3,535.03,1605.09
725,247,239,1,232.12,232.12
726,247,14,1,120.45,120.45
727,248,136,3,437.36,1312.08
728,248,86,2,452.76,905.52
729,248,215,3,109.57,328.71
730,249,34,1,417.81,417.81
731,249,174,4,75.86,303.44
732,250,174,2,75.86,151.72
733,250,44,1,407.35,407.35
734,251,190,1,584.22,584.22
735,251,103,3,338.4,1015.2
736,251,115,3,447.5,1342.5
737,251,57,4,381.4,1525.6
738,252,227,1,427.38,427.38
739,252,14,2,120.45,240.9
740,253,249,4,150.87,603.48
741,253,137,2,268.24,536.48
742,254,36,1,221.08,221.08
743,254,223,1,518.76,518.76
744,254,149,1,311.51,311.51
745,254,49,2,337.09,674.18
746,254,100,3,456.52,1369.56
747,255,23,1,159.28,159.28
748,256,36,2,221.08,442.16
749,256,103,4,338.4,1353.6
750,256,2,3,171.2,513.6
751,256,69,1,253.34,253.34
752,257,96,1,168.82,168.82
753,258,6,1,522.36,522.36
754,258,178,1,542.43,543.43
755,258,26,2,262.62,525.24
756,259,244,3,561.25,1683.75
757,259,88,3,253.39,760.17
758,259,192,3,209.03,627.09
759,259,217,4,536.79,2147.16
760,260,34,1,417.81,417.81
761,261,153,1,519.5,519.5
762,261,243,2,31.73,63.46
763,261,125,1,551.8,551.8
764,261,31,2,410.12,820.24
765,262,164,2,168.06,336.12
766,263,205,3,494.84,1484.52
767,263,136,4,437.36,1749.44
768,263,70,4,24.95,99.8
769,263,160,4,471.16,1884.64
770,263,170,1,168.99,168.99
771,264,190,2,584.22,1169.44
772,264,40,2,124.25,248.5
773,264,219,3,10.83,32.49
774,264,152,2,564.34,1128.68
775,264,27,3,424.95,1274.85
776,265,35,1,318.5,318.5
777,265,176,1,309.23,309.23
778,265,4,3,40.54,121.62
779,265,180,4,388.34,1553.36
780,266,92,2,321.81,643.62
781,266,3,2,158.66,317.32
782,266,28,4,33.37,133.48
783,266,116,3,33.69,101.07
784,266,144,4,412.85,1651.4
785,267,123,3,590.98,1772.94
786,267,112,4,77.62,310.48
787,267,142,3,187.77,563.31
788,268,8,4,94.41,377.64
789,268,97,4,126.5,506.0
790,268,176,1,309.23,309.23
791,268,212,2,119.6,239.2
792,268,254,1,590.4,590.4
793,269,15,4,67.37,269.48
794,269,239,3,232.12,696.36
795,269,33,1,372.26,372.26
796,269,22,4,226.51,906.04
797,270,206,1,492.66,492.66
798,271,162,3,199.12,597.36
799,271,2,1,171.2,171.2
800,271,217,3,536.79,1610.37
801,271,71,3,461.42,1384.26
802,271,34,4,417.81,1671.24
803,272,137,2,268.24,536.48
804,273,163,4,247.12,988.48
805,273,117,3,570.65,1711.95
806,274,2,2,171.2,342.4
807,275,106,3,438.05,1314.15
808,276,13,1,595.55,595.55
809,276,73,2,194.31,388.62
810,276,145,1,252.82,252.82
811,276,107,2,260.55,521.1
812,276,98,4,101.01,404.04
813,277,151,4,163.57,654.28
814,277,28,3,33.37,100.11
815,277,175,3,462.63,1387.89
816,278,150,3,485.34,1456.02
817,278,215,1,109.57,109.57
818,279,19,4,169.62,678.48
819,279,133,4,153.34,613.36
820,279,66,2,392.12,784.24
821,279,194,2,500.87,1001.74
822,279,152,2,564.34,1128.68
823,280,136,1,437.36,437.36
824,280,146,2,34.98,69.96
825,280,110,4,176.77,707.08
826,280,123,4,590.98,2363.92
827,280,225,2,558.36,1116.72
828,281,1,4,514.08,2056.32
829,281,244,2,561.25,1122.5
830,282,110,3,176.77,530.31
831,282,180,1,388.34,388.34
832,282,52,4,283.48,1133.92
833,283,65,4,390.04,1560.16
834,283,45,1,592.68,592.68
835,283,131,3,25.7,77.1
836,283,72,3,162.2,486.6
837,284,187,4,307.84,1231.36
838,284,215,2,109.57,219.14
839,284,184,2,529.63,1059.26
840,285,61,2,444.06,888.12
841,285,82,3,425.51,1276.53
842,285,248,2,17.88,35.76
843,285,214,4,43.92,175.68
844,286,67,3,282.77,848.31
845,286,62,4,39.52,158.08
846,286,6,3,522.36,1567.08
847,286,57,1,381.4,381.4
848,287,202,3,535.78,1607.34
849,287,4,3,40.54,121.62
850,288,37,2,375.7,751.4
851,288,189,2,101.42,202.84
852,288,159,3,183.98,551.94
853,288,215,3,109.57,328.71
854,288,11,4,161.56,646.24
