session_id,user_id,session_start,device_type,traffic_source,country
127,193,2023-03-13 07:14:20,mobile,email,IN
128,436,2024-11-10 23:54:42,desktop,paid_social,US
129,588,2025-05-09 09:35:19,mobile,organic,DE
130,343,2023-03-14 16:52:46,mobile,paid_search,US
131,383,2024-11-18 11:40:58,mobile,organic,SG
132,161,2025-10-13 16:54:55,desktop,paid_search,US
133,395,2023-02-11 14:21:40,mobile,paid_social,UK
134,242,2023-11-24 22:10:26,mobile,paid_social,US
135,299,2023-04-14 10:01:25,mobile,direct,BR
136,371,2023-02-24 05:22:20,mobile,referral,AU
137,350,2025-11-01 07:29:23,mobile,referral,US
138,133,2023-02-21 23:43:27,desktop,paid_social,US
139,482,2023-10-13 22:12:59,mobile,organic,US
140,172,2024-03-04 00:50:02,mobile,paid_search,IN
141,167,2024-10-27 01:21:56,mobile,organic,AU
142,527,2023-04-24 14:23:47,desktop,organic,FR
143,155,2023-08-04 22:29:00,desktop,organic,US
144,22,2024-09-28 18:36:51,tablet,paid_search,IN
145,453,2023-09-17 10:13:26,mobile,email,UK
146,429,2024-07-03 04:36:35,mobile,direct,AU
147,228,2023-06-21 14:45:27,mobile,paid_search,FR
148,242,2025-04-26 15:42:31,mobile,paid_social,US
149,514,2023-02-06 08:37:52,mobile,direct,BR
150,495,2024-10-18 01:27:23,mobile,direct,US
151,454,2025-01-29 04:12:53,desktop,organic,CA
152,178,2024-05-31 05:10:32,mobile,referral,DE
153,128,2025-03-25 02:04:26,mobile,referral,NL
154,69,2025-07-31 06:02:36,mobile,referral,SG
155,75,2023-08-28 02:54:44,mobile,organic,SG
156,76,2024-11-20 17:24:53,mobile,paid_search,NL
157,545,2025-03-10 01:05:48,tablet,organic,CA
158,460,2023-02-21 11:39:53,mobile,organic,IN
159,407,2024-11-04 03:50:59,mobile,paid_social,UK
160,83,2023-01-16 06:37:41,mobile,direct,US
161,478,2025-11-02 10:46:24,desktop,paid_search,US
162,142,2024-12-25 06:23:17,mobile,direct,AU
163,455,2023-10-06 08:23:24,mobile,paid_search,NL
164,362,2023-01-21 22:07:43,desktop,email,IN
165,404,2023-06-29 18:33:33,mobile,direct,IN
166,292,2024-07-06 23:31:49,mobile,paid_social,DE
167,116,2024-08-08 15:38:07,mobile,direct,US
168,226,2024-02-17 20:08:44,desktop,paid_search,UK
169,307,2023-10-24 04:03:43,desktop,organic,US
170,275,2023-02-03 10:46:56,desktop,paid_search,FR
171,383,2023-07-25 03:02:27,mobile,paid_social,SG
172,191,2023-02-24 16:54:24,mobile,email,SG
173,517,2024-09-14 15:06:08,desktop,organic,BR
174,490,2025-09-23 06:35:59,mobile,organic,CA
175,65,2024-01-27 17:29:25,desktop,paid_social,IN
176,71,2023-01-24 21:05:22,tablet,direct,US
177,301,2025-12-11 07:23:28,tablet,paid_search,US
178,580,2025-04-12 17:47:28,mobile,organic,US
179,155,2023-07-22 09:32:43,mobile,organic,US
180,531,2023-11-21 21:33:48,desktop,direct,US
181,360,2023-12-27 20:10:31,mobile,organic,DE
182,581,2024-01-03 23:16:27,mobile,paid_social,US
183,273,2025-01-28 23:06:20,desktop,paid_social,FR
184,293,2023-06-11 22:38:07,desktop,paid_search,IN
185,492,2023-12-01 07:21:10,desktop,paid_search,CA
186,357,2025-11-17 20:15:24,mobile,organic,FR
187,372,2024-09-25 09:01:04,mobile,direct,DE
188,138,2025-01-10 15:22:09,tablet,paid_social,DE
189,219,2025-05-31 05:38:57,desktop,organic,UK
190,251,2023-02-28 05:53:06,tablet,paid_search,US
191,245,2023-07-18 08:34:15,desktop,direct,AU
192,391,2024-07-05 07:16:27,mobile,paid_search,SG
193,366,2024-10-08 21:16:46,mobile,organic,FR
194,130,2023-07-07 17:31:56,mobile,paid_social,CA
195,523,2023-10-16 22:31:16,mobile,referral,US
196,597,2023-01-10 16:36:18,mobile,direct,IN
197,108,2024-08-27 14:11:35,mobile,paid_search,US
198,466,2025-11-29 05:39:14,mobile,paid_social,FR
199,387,2025-07-24 21:33:11,mobile,direct,US
200,217,2025-07-02 10:42:31,mobile,organic,IN
201,31,2023-01-31 13:00:48,tablet,paid_search,US
202,85,2023-01-17 09:14:13,mobile,referral,SG
203,317,2024-09-05 17:03:59,desktop,referral,BR
204,358,2025-12-27 08:46:27,mobile,organic,UK
205,554,2023-07-29 11:37:33,mobile,referral,US
206,492,2023-07-18 05:54:02,desktop,paid_search,CA
207,252,2024-05-21 12:29:51,mobile,email,SG
208,42,2023-09-09 05:04:02,mobile,organic,US
209,377,2025-08-04 04:45:08,mobile,email,AU
210,311,2024-12-22 17:23:53,mobile,organic,IN
211,88,2025-11-15 12:58:38,mobile,direct,DE
212,328,2024-11-30 04:25:32,desktop,organic,BR
213,147,2023-11-30 18:05:53,mobile,paid_social,FR
214,553,2024-04-06 01:17:55,mobile,direct,NL
215,88,2023-01-22 13:31:54,mobile,referral,DE
216,403,2024-06-23 12:15:10,mobile,referral,CA
217,440,2025-03-20 06:33:31,desktop,paid_social,US
218,395,2023-04-16 14:59:33,mobile,email,UK
219,455,2023-12-04 16:32:56,tablet,paid_social,NL
220,39,2024-07-10 15:55:36,tablet,paid_search,US
221,53,2025-11-03 08:29:16,mobile,paid_social,US
222,417,2024-04-12 15:17:37,desktop,direct,US
223,546,2025-12-12 12:22:52,mobile,paid_search,US
224,138,2024-04-04 21:31:29,mobile,paid_search,DE
225,307,2023-09-03 01:50:51,desktop,paid_search,US
226,376,2025-10-06 03:28:22,mobile,email,SG
227,352,2025-06-05 15:30:12,mobile,direct,FR
228,424,2025-08-03 10:55:18,mobile,referral,CA
229,446,2023-11-23 18:39:37,mobile,direct,FR
230,185,2024-05-28 15:20:58,mobile,organic,SG
231,432,2023-03-20 10:55:37,mobile,direct,US
232,378,2025-04-09 15:17:01,desktop,organic,CA
233,239,2025-10-14 10:39:12,mobile,organic,BR
234,578,2025-03-07 20:06:17,mobile,organic,UK
235,57,2024-01-31 06:35:24,desktop,direct,IN
236,383,2025-04-27 12:43:29,desktop,direct,SG
237,34,2024-05-21 21:35:23,mobile,organic,AU
238,9,2025-02-11 19:46:08,desktop,paid_search,BR
239,362,2023-03-17 02:51:39,tablet,organic,IN
240,463,2024-07-25 13:22:32,desktop,referral,IN
241,13,2023-08-17 14:09:58,tablet,direct,US
242,229,2023-04-25 12:58:59,tablet,paid_search,IN
243,391,2025-04-11 20:00:48,mobile,paid_search,SG
244,411,2024-11-21 19:28:03,desktop,organic,US
245,402,2023-08-12 00:26:57,mobile,email,NL
246,294,2024-04-28 14:54:02,desktop,paid_search,US
247,548,2025-01-07 16:28:14,mobile,paid_search,UK
248,11,2024-01-22 11:36:51,mobile,direct,UK
249,68,2024-11-14 23:31:49,mobile,paid_search,US
250,226,2024-10-02 07:42:00,desktop,paid_social,UK
251,437,2023-03-23 08:05:01,mobile,referral,US
252,133,2023-07-07 00:52:16,desktop,direct,US
253,202,2024-08-21 07:55:23,mobile,organic,US
254,433,2025-03-23 21:30:39,mobile,paid_social,IN
255,322,2024-02-11 22:52:14,desktop,referral,CA
256,91,2024-12-03 21:18:18,mobile,direct,BR
257,345,2023-10-01 15:45:29,mobile,organic,AU
258,125,2023-04-25 16:47:45,mobile,organic,BR
259,293,2025-08-22 04:51:51,mobile,direct,IN
260,486,2023-05-02 20:32:18,mobile,organic,NL
261,158,2023-05-21 17:45:56,desktop,paid_search,UK
262,550,2023-06-28 05:17:33,mobile,paid_social,CA
263,548,2025-07-23 01:15:38,mobile,direct,UK
264,53,2024-09-24 16:49:15,mobile,email,US
265,361,2024-07-13 12:32:17,mobile,direct,CA
266,579,2024-10-16 07:17:45,mobile,direct,IN
267,1,2025-05-09 15:55:04,mobile,organic,US
268,67,2024-03-21 11:35:54,mobile,paid_search,FR
269,93,2023-02-06 03:16:52,mobile,paid_social,US
270,41,2025-08-12 20:15:50,desktop,organic,DE
271,38,2024-01-28 01:19:56,mobile,organic,FR
272,365,2024-11-06 05:52:47,desktop,paid_search,IN
273,365,2023-02-26 14:05:08,desktop,email,IN
274,419,2023-11-14 10:52:59,mobile,direct,BR
275,154,2025-11-04 09:20:44,desktop,direct,US
276,481,2024-07-30 15:59:28,mobile,email,SG
277,48,2023-06-08 16:00:28,mobile,paid_social,AU
278,579,2025-02-23 16:15:45,mobile,email,IN
279,38,2023-01-07 05:13:33,mobile,organic,FR
280,448,2025-12-20 05:48:51,mobile,paid_social,UK
281,367,2025-01-19 08:46:10,mobile,direct,AU
282,224,2024-09-09 14:10:02,mobile,organic,DE
283,449,2024-03-04 23:11:45,mobile,organic,FR
284,187,2023-01-25 03:46:54,tablet,direct,DE
285,217,2023-05-29 18:54:25,desktop,referral,IN
286,235,2024-07-06 19:11:40,mobile,paid_search,AU
287,276,2025-12-13 15:44:54,mobile,paid_search,US
288,116,2025-08-14 06:02:04,mobile,organic,US
289,520,2024-09-15 11:10:23,tablet,email,IN
290,140,2023-07-16 17:05:38,desktop,referral,CA
291,181,2025-02-06 15:54:03,tablet,organic,US
292,116,2025-12-27 22:34:12,mobile,organic,US
293,6,2024-08-15 20:21:28,desktop,direct,IN
294,357,2024-08-21 08:22:29,desktop,paid_search,FR
295,4,2023-04-13 02:36:28,mobile,organic,IN
296,161,2024-04-22 04:41:32,desktop,email,US
297,501,2025-12-26 11:20:01,mobile,organic,US
298,160,2024-10-14 04:08:16,mobile,paid_social,UK
299,19,2024-05-16 23:34:57,mobile,direct,US
300,486,2025-09-12 04:57:10,mobile,email,NL
301,87,2024-08-28 14:08:03,mobile,email,NL
302,418,2023-08-31 01:08:29,mobile,direct,US
303,265,2023-11-21 23:37:16,mobile,organic,SG
304,113,2025-10-08 19:13:33,mobile,paid_social,FR
305,74,2025-05-28 08:22:33,mobile,paid_search,DE
306,520,2024-06-24 05:05:24,mobile,organic,IN
307,14,2024-12-28 19:39:55,desktop,direct,DE
308,594,2023-02-03 05:27:57,mobile,direct,AU
309,137,2025-10-06 11:18:47,mobile,organic,US
310,466,2024-04-08 22:57:27,mobile,paid_social,FR
311,311,2024-03-17 22:19:08,mobile,direct,IN
312,172,2025-08-01 19:54:40,mobile,paid_social,IN
313,300,2025-05-06 04:27:01,mobile,referral,AU
314,386,2025-10-01 01:41:12,mobile,direct,DE
315,468,2024-05-02 16:45:19,mobile,organic,UK
316,441,2025-04-28 14:41:15,mobile,organic,US
317,524,2025-02-24 23:04:17,mobile,organic,US
318,570,2025-10-09 21:28:21,mobile,paid_search,US
319,329,2023-11-23 11:19:50,mobile,paid_search,CA
320,582,2025-07-14 03:50:39,mobile,organic,FR
321,188,2023-04-02 22:14:04,mobile,direct,US
322,130,2024-09-20 08:11:51,mobile,email,CA
323,538,2023-05-15 19:15:58,desktop,direct,US
324,314,2023-09-30 16:10:49,tablet,organic,BR
325,252,2025-08-26 01:18:48,desktop,paid_search,SG
326,597,2023-08-30 12:09:32,desktop,organic,IN
327,108,2025-03-07 12:30:46,desktop,direct,US
328,283,2023-02-12 11:39:58,mobile,paid_search,SG
329,367,2025-04-19 05:42:15,desktop,organic,AU
330,164,2023-04-09 12:56:48,mobile,paid_search,US
331,17,2025-04-06 18:48:50,mobile,organic,IN
332,411,2024-10-23 02:55:11,desktop,paid_search,US
333,470,2023-01-26 17:13:41,mobile,organic,US
334,30,2025-11-29 21:43:42,mobile,organic,CA
335,307,2023-05-10 13:00:26,mobile,paid_search,US
336,270,2024-04-27 05:50:51,mobile,referral,IN
337,349,2023-01-26 12:39:04,mobile,direct,CA
338,228,2024-02-19 02:47:54,mobile,paid_social,FR
339,577,2024-08-21 11:15:59,desktop,paid_search,AU
340,526,2024-12-12 01:41:38,mobile,paid_social,US
341,411,2025-03-29 16:19:52,mobile,organic,US
342,377,2023-06-19 14:49:18,desktop,direct,AU
343,437,2025-09-01 09:56:34,mobile,direct,US
344,413,2024-09-30 05:58:39,mobile,organic,US
345,74,2025-10-20 15:25:54,mobile,organic,DE
346,376,2023-10-06 09:31:49,mobile,paid_social,SG
347,109,2025-08-30 02:22:17,mobile,paid_social,US
348,480,2024-06-16 02:28:40,mobile,paid_search,US
349,80,2024-04-25 05:15:21,mobile,organic,AU
350,482,2025-05-15 01:38:13,mobile,referral,US
351,240,2024-03-09 23:18:33,mobile,organic,AU
352,62,2024-05-03 05:05:45,mobile,paid_social,US
353,576,2023-11-17 21:55:32,mobile,email,SG
354,458,2023-07-09 05:33:01,desktop,direct,FR
355,571,2023-02-15 06:45:51,mobile,paid_search,IN
356,242,2025-07-09 01:25:55,desktop,paid_social,US
357,500,2024-08-24 08:04:58,desktop,organic,CA
358,336,2025-03-21 09:55:50,tablet,referral,SG
359,541,2024-04-19 13:31:19,desktop,paid_search,US
360,315,2023-02-05 02:19:46,mobile,organic,IN
361,567,2023-08-01 04:39:36,mobile,referral,US
362,252,2023-07-30 13:33:14,desktop,organic,SG
363,112,2024-10-25 03:03:11,mobile,organic,UK
364,344,2025-10-04 17:59:36,mobile,organic,FR
365,188,2024-12-26 12:19:50,desktop,organic,US
366,480,2025-03-14 23:12:47,mobile,organic,US
367,445,2025-05-28 09:34:26,mobile,paid_social,AU
368,455,2024-11-15 04:01:44,mobile,paid_search,NL
369,98,2023-09-14 10:09:22,mobile,referral,FR
370,68,2023-02-08 20:27:36,mobile,organic,US
371,454,2023-05-06 14:34:22,desktop,organic,CA
372,74,2024-09-10 16:48:43,mobile,paid_search,DE
373,598,2025-06-11 03:57:10,desktop,direct,AU
374,277,2025-07-01 09:31:39,desktop,paid_social,US
375,471,2023-05-26 16:34:16,desktop,direct,DE
376,443,2025-09-09 07:06:47,mobile,paid_search,UK
377,280,2025-11-20 23:27:47,tablet,paid_search,CA
378,489,2024-02-04 01:17:05,mobile,referral,US
379,294,2023-10-24 02:40:46,mobile,paid_social,US
380,413,2024-09-16 13:46:41,tablet,paid_search,US
381,66,2023-10-19 13:06:46,desktop,organic,BR
382,31,2025-03-26 14:08:58,mobile,organic,US
383,131,2025-04-01 12:55:07,mobile,organic,UK
384,396,2023-02-10 23:19:31,mobile,organic,NL
385,71,2025-10-17 13:48:37,tablet,email,US
386,416,2025-09-14 05:29:41,mobile,direct,CA
387,275,2023-07-16 10:36:09,mobile,organic,FR
388,121,2025-09-11 13:53:21,mobile,referral,IN
389,222,2024-04-13 22:30:13,desktop,email,BR
390,241,2023-01-11 09:07:06,mobile,organic,UK
391,447,2023-01-16 03:28:47,mobile,referral,CA
392,416,2023-12-30 10:08:01,mobile,organic,CA
393,366,2024-02-17 07:50:52,desktop,direct,FR
394,502,2023-01-01 14:34:30,desktop,paid_social,FR
395,555,2024-03-18 04:08:34,mobile,paid_search,IN
396,446,2023-02-14 00:20:47,mobile,paid_search,FR
397,89,2024-10-13 15:05:57,mobile,organic,NL
398,228,2024-10-25 12:58:02,mobile,direct,FR
399,301,2025-11-28 15:36:42,desktop,email,US
400,496,2023-01-09 22:32:12,mobile,paid_social,IN
401,92,2023-09-22 02:28:11,desktop,paid_search,CA
402,411,2025-02-22 06:44:01,desktop,paid_search,US
403,534,2025-01-28 23:46:06,desktop,organic,SG
404,368,2025-10-13 12:31:57,desktop,email,SG
405,235,2024-09-13 20:24:17,desktop,paid_search,AU
406,299,2025-03-26 08:41:02,mobile,direct,BR
407,167,2025-01-16 00:30:50,desktop,email,AU
408,212,2024-03-14 18:29:25,mobile,organic,UK
409,332,2024-06-19 13:47:38,desktop,organic,US
410,368,2025-01-02 17:45:15,mobile,organic,SG
411,322,2024-09-19 23:58:00,mobile,organic,CA
412,336,2025-06-09 09:23:01,mobile,direct,SG
413,232,2024-12-16 14:11:22,mobile,direct,BR
414,245,2025-08-15 08:16:13,mobile,paid_search,AU
415,42,2023-12-16 16:19:15,desktop,paid_social,US
416,100,2023-04-06 15:02:51,mobile,organic,FR
417,3,2024-08-31 13:26:17,desktop,direct,FR
418,117,2025-01-18 06:54:30,mobile,paid_search,FR
419,546,2025-02-07 14:04:25,desktop,direct,US
420,343,2023-04-20 09:49:14,tablet,paid_search,US
421,139,2023-04-14 23:43:57,tablet,organic,US
422,371,2024-08-12 21:51:42,desktop,paid_social,AU
423,426,2025-01-12 17:45:07,mobile,email,US
424,569,2023-12-02 01:43:45,desktop,direct,US
425,369,2024-04-23 18:31:47,mobile,paid_social,SG
426,152,2025-02-21 04:21:44,mobile,referral,DE
427,271,2024-07-01 15:47:10,mobile,direct,US
428,551,2025-01-10 17:37:53,tablet,paid_search,SG
429,370,2023-10-01 01:23:59,mobile,email,BR
430,219,2025-07-06 16:55:52,desktop,direct,UK
431,577,2024-02-21 03:19:34,desktop,direct,AU
432,207,2023-04-15 09:08:06,desktop,organic,FR
433,439,2023-02-01 21:50:59,mobile,direct,US
434,55,2023-12-22 18:42:14,desktop,paid_search,IN
435,343,2025-11-26 09:46:41,mobile,paid_search,US
436,395,2025-07-14 23:05:28,desktop,direct,UK
437,83,2025-01-07 03:20:26,mobile,paid_search,US
438,435,2023-11-17 00:09:15,desktop,organic,US
439,186,2023-03-16 22:47:10,mobile,referral,DE
440,372,2023-02-15 13:18:24,mobile,email,DE
441,440,2025-03-20 08:21:22,desktop,email,US
442,7,2023-06-23 12:26:16,desktop,organic,IN
443,340,2023-03-26 15:46:31,mobile,direct,US
444,306,2023-02-18 00:00:34,mobile,paid_search,CA
445,480,2024-04-29 23:48:39,mobile,paid_search,US
446,340,2025-08-28 13:07:22,desktop,referral,US
447,411,2023-09-09 20:34:44,tablet,referral,US
448,472,2025-02-25 16:57:19,mobile,paid_search,US
449,370,2023-07-28 14:12:33,desktop,paid_social,BR
450,394,2025-02-26 23:15:13,mobile,paid_search,CA
451,578,2023-01-12 21:57:42,desktop,organic,UK
452,196,2025-07-26 05:50:56,mobile,paid_search,US
453,458,2024-06-22 19:32:00,mobile,paid_search,FR
454,90,2025-01-28 12:10:11,mobile,paid_search,BR
455,576,2025-10-15 07:13:22,mobile,direct,SG
456,136,2025-09-24 12:03:31,desktop,paid_search,FR
457,548,2023-06-23 14:22:40,desktop,direct,UK
458,477,2024-08-13 03:56:29,mobile,organic,US
459,28,2024-05-07 03:55:13,desktop,referral,US
460,76,2024-03-12 02:12:55,mobile,paid_social,NL
461,560,2025-05-02 08:26:37,desktop,organic,US
462,503,2024-01-25 20:29:57,desktop,email,FR
463,308,2024-07-31 14:37:38,mobile,organic,CA
464,403,2024-01-24 19:17:54,desktop,organic,CA
465,228,2025-11-02 12:57:32,desktop,email,FR
466,258,2023-08-03 18:31:04,mobile,direct,US
467,446,2024-10-28 13:49:26,tablet,organic,FR
468,91,2024-01-09 21:00:19,desktop,direct,BR
469,51,2024-02-03 01:27:14,desktop,organic,DE
470,330,2025-04-13 13:14:42,desktop,referral,SG
471,542,2025-03-29 04:49:22,desktop,organic,US
472,1,2023-06-15 03:16:59,mobile,direct,US
473,490,2024-11-12 06:52:18,mobile,organic,CA
474,193,2024-01-06 16:41:51,tablet,organic,IN
475,465,2024-12-25 20:20:24,desktop,paid_search,US
476,578,2023-12-18 10:37:54,desktop,email,UK
477,542,2023-12-12 16:30:11,mobile,organic,US
478,576,2025-01-06 03:28:09,mobile,direct,SG
479,76,2025-03-03 02:25:09,mobile,organic,NL
480,499,2023-11-17 16:39:08,mobile,direct,US
481,24,2024-07-11 01:24:16,desktop,email,UK
482,317,2025-11-09 20:47:35,desktop,paid_search,BR
483,372,2025-10-27 03:11:23,mobile,organic,DE
484,514,2024-06-02 09:12:11,desktop,paid_social,BR
485,183,2023-03-21 09:09:40,mobile,referral,NL
486,108,2024-03-29 18:01:06,mobile,paid_social,US
487,443,2025-02-04 05:45:11,mobile,paid_search,UK
488,485,2025-08-20 00:41:07,desktop,organic,UK
489,311,2024-10-26 18:38:55,mobile,referral,IN
490,34,2023-11-24 05:42:42,desktop,email,AU
491,562,2025-01-27 05:06:21,tablet,organic,SG
492,147,2024-12-05 08:09:04,mobile,paid_search,FR
493,328,2025-08-28 16:38:05,desktop,organic,BR
494,312,2025-09-29 23:27:20,mobile,direct,US
495,108,2024-12-31 05:18:46,mobile,paid_search,US
496,96,2025-05-30 17:22:06,mobile,organic,US
497,21,2023-03-03 08:33:51,mobile,paid_search,IN
498,345,2024-10-22 01:59:41,mobile,direct,AU
499,61,2025-09-30 14:04:59,desktop,paid_search,IN
500,420,2025-04-04 23:22:52,mobile,paid_search,DE
501,37,2023-02-12 23:19:59,desktop,email,FR
502,3,2025-12-26 10:28:34,desktop,paid_search,FR
503,330,2025-11-23 05:28:53,mobile,paid_social,SG
504,352,2025-02-05 20:11:53,desktop,referral,FR
505,199,2025-07-28 22:56:48,mobile,direct,IN
506,39,2024-05-29 16:21:08,mobile,direct,US
507,138,2025-12-25 00:53:15,mobile,paid_social,DE
508,478,2024-06-13 03:49:48,mobile,paid_search,US
509,68,2025-12-29 23:06:38,desktop,direct,US
510,149,2025-12-30 16:59:25,desktop,organic,US
511,180,2023-04-05 05:42:32,mobile,email,US
